cellosaurus_id,cell_line_name,pubchem_id,drug_name,AUC,tissue
CVCL_1245,HCC1143,10385095,Telomerase Inhibitor IX,0.372375,Breast
CVCL_1245,HCC1143,24785538,BMS-754807,0.42375,Breast
CVCL_1245,HCC1143,5284616,Rapamycin,0.28439375,Breast
CVCL_1245,HCC1143,637858,Piperlongumine,0.38290625,Breast
CVCL_1245,HCC1143,6505803,Tanespimycin,0.320125,Breast
CVCL_1254,HCC1500,10385095,Telomerase Inhibitor IX,0.3641875,Breast
CVCL_1254,HCC1500,24785538,BMS-754807,0.4016875,Breast
CVCL_1254,HCC1500,44632017,YK-4-279,0.4130625,Breast
CVCL_1254,HCC1500,5284616,Rapamycin,0.2782375,Breast
CVCL_1254,HCC1500,60750,Gemcitabine,0.39940625,Breast
CVCL_1254,HCC1500,637858,Piperlongumine,0.36925,Breast
CVCL_1254,HCC1500,6505803,Tanespimycin,0.26415625,Breast
CVCL_1255,HCC1569,5284616,Rapamycin,0.33734375,Breast
CVCL_1287,HSC-2,10385095,Telomerase Inhibitor IX,0.35425,Head And Neck
CVCL_1287,HSC-2,24785538,BMS-754807,0.38140625,Head And Neck
CVCL_1287,HSC-2,44632017,YK-4-279,0.4095625,Head And Neck
CVCL_1287,HSC-2,46224516,UNC0638,0.44428125,Head And Neck
CVCL_1287,HSC-2,5284616,Rapamycin,0.4235625,Head And Neck
CVCL_1287,HSC-2,60750,Gemcitabine,0.258253125,Head And Neck
CVCL_1287,HSC-2,637858,Piperlongumine,0.3915625,Head And Neck
CVCL_1287,HSC-2,6505803,Tanespimycin,0.301815625,Head And Neck
CVCL_1324,Karpas-299,10385095,Telomerase Inhibitor IX,0.35796875,Lymph
CVCL_1324,Karpas-299,24785538,BMS-754807,0.35409375,Lymph
CVCL_1324,Karpas-299,44632017,YK-4-279,0.33059375,Lymph
CVCL_1324,Karpas-299,5284616,Rapamycin,0.173925,Lymph
CVCL_1324,Karpas-299,60750,Gemcitabine,0.1101125,Lymph
CVCL_1324,Karpas-299,637858,Piperlongumine,0.3570625,Lymph
CVCL_1324,Karpas-299,6505803,Tanespimycin,0.265725,Lymph
CVCL_1327,KE-37,10385095,Telomerase Inhibitor IX,0.3266875,Blood
CVCL_1327,KE-37,24785538,BMS-754807,0.38271875,Blood
CVCL_1327,KE-37,44632017,YK-4-279,0.351625,Blood
CVCL_1327,KE-37,5284616,Rapamycin,0.185025,Blood
CVCL_1327,KE-37,60750,Gemcitabine,0.10346875,Blood
CVCL_1327,KE-37,637858,Piperlongumine,0.32384375,Blood
CVCL_1327,KE-37,6505803,Tanespimycin,0.3226875,Blood
CVCL_1335,KNS-62,10385095,Telomerase Inhibitor IX,0.38796875,Lung
CVCL_1335,KNS-62,24785538,BMS-754807,0.45878125,Lung
CVCL_1335,KNS-62,44632017,YK-4-279,0.44515625,Lung
CVCL_1335,KNS-62,46224516,UNC0638,0.4625,Lung
CVCL_1335,KNS-62,5284616,Rapamycin,0.4483125,Lung
CVCL_1335,KNS-62,60750,Gemcitabine,0.4055,Lung
CVCL_1335,KNS-62,637858,Piperlongumine,0.4515,Lung
CVCL_1335,KNS-62,6505803,Tanespimycin,0.34253125,Lung
CVCL_1344,KU-19-19,10385095,Telomerase Inhibitor IX,0.3736875,Bladder
CVCL_1344,KU-19-19,24785538,BMS-754807,0.4484375,Bladder
CVCL_1344,KU-19-19,44632017,YK-4-279,0.44259375,Bladder
CVCL_1344,KU-19-19,5284616,Rapamycin,0.46875,Bladder
CVCL_1344,KU-19-19,60750,Gemcitabine,0.3345,Bladder
CVCL_1344,KU-19-19,637858,Piperlongumine,0.4135,Bladder
CVCL_1344,KU-19-19,6505803,Tanespimycin,0.3154375,Bladder
CVCL_1345,Kuramochi,10385095,Telomerase Inhibitor IX,0.4043125,Ovary
CVCL_1345,Kuramochi,24785538,BMS-754807,0.37953125,Ovary
CVCL_1345,Kuramochi,44632017,YK-4-279,0.40609375,Ovary
CVCL_1345,Kuramochi,5284616,Rapamycin,0.4035625,Ovary
CVCL_1345,Kuramochi,60750,Gemcitabine,0.43234375,Ovary
CVCL_1345,Kuramochi,637858,Piperlongumine,0.43521875,Ovary
CVCL_1345,Kuramochi,6505803,Tanespimycin,0.40015625,Ovary
CVCL_1352,KYSE-410,10385095,Telomerase Inhibitor IX,0.396625,Esophagus
CVCL_1352,KYSE-410,24785538,BMS-754807,0.3986875,Esophagus
CVCL_1352,KYSE-410,44632017,YK-4-279,0.41159375,Esophagus
CVCL_1352,KYSE-410,46224516,UNC0638,0.4436875,Esophagus
CVCL_1352,KYSE-410,5284616,Rapamycin,0.264040625,Esophagus
CVCL_1352,KYSE-410,60750,Gemcitabine,0.4885,Esophagus
CVCL_1352,KYSE-410,637858,Piperlongumine,0.4044375,Esophagus
CVCL_1352,KYSE-410,6505803,Tanespimycin,0.27099375,Esophagus
CVCL_1379,LNCaP clone FGC,10385095,Telomerase Inhibitor IX,0.36084375,Prostate
CVCL_1379,LNCaP clone FGC,24785538,BMS-754807,0.39365625,Prostate
CVCL_1379,LNCaP clone FGC,44632017,YK-4-279,0.38696875,Prostate
CVCL_1379,LNCaP clone FGC,5284616,Rapamycin,0.207328125,Prostate
CVCL_1379,LNCaP clone FGC,60750,Gemcitabine,0.26639375,Prostate
CVCL_1379,LNCaP clone FGC,637858,Piperlongumine,0.39878125,Prostate
CVCL_1379,LNCaP clone FGC,6505803,Tanespimycin,0.285028125,Prostate
CVCL_1385,LS411N,10385095,Telomerase Inhibitor IX,0.4056875,Colon
CVCL_1385,LS411N,24785538,BMS-754807,0.3523125,Colon
CVCL_1385,LS411N,44632017,YK-4-279,0.4651875,Colon
CVCL_1385,LS411N,5284616,Rapamycin,0.459375,Colon
CVCL_1385,LS411N,60750,Gemcitabine,0.38815625,Colon
CVCL_1385,LS411N,637858,Piperlongumine,0.437125,Colon
CVCL_1385,LS411N,6505803,Tanespimycin,0.31853125,Colon
CVCL_1402,Mel Ho,10385095,Telomerase Inhibitor IX,0.3765,Skin
CVCL_1402,Mel Ho,24785538,BMS-754807,0.43975,Skin
CVCL_1402,Mel Ho,44632017,YK-4-279,0.40359375,Skin
CVCL_1402,Mel Ho,46224516,UNC0638,0.41440625,Skin
CVCL_1402,Mel Ho,60750,Gemcitabine,0.273259375,Skin
CVCL_1402,Mel Ho,637858,Piperlongumine,0.386,Skin
CVCL_1402,Mel Ho,6505803,Tanespimycin,0.38084375,Skin
CVCL_1411,MHH-ES-1,10385095,Telomerase Inhibitor IX,0.36878125,Bone
CVCL_1411,MHH-ES-1,24785538,BMS-754807,0.23294375,Bone
CVCL_1411,MHH-ES-1,44632017,YK-4-279,0.3335,Bone
CVCL_1411,MHH-ES-1,46224516,UNC0638,0.3750625,Bone
CVCL_1411,MHH-ES-1,5284616,Rapamycin,0.286071875,Bone
CVCL_1411,MHH-ES-1,60750,Gemcitabine,0.119296875,Bone
CVCL_1411,MHH-ES-1,637858,Piperlongumine,0.377,Bone
CVCL_1411,MHH-ES-1,6505803,Tanespimycin,0.31690625,Bone
CVCL_1415,MKN1,10385095,Telomerase Inhibitor IX,0.39021875,Stomach
CVCL_1415,MKN1,24785538,BMS-754807,0.39334375,Stomach
CVCL_1415,MKN1,44632017,YK-4-279,0.4510625,Stomach
CVCL_1415,MKN1,46224516,UNC0638,0.451,Stomach
CVCL_1415,MKN1,5284616,Rapamycin,0.45784375,Stomach
CVCL_1415,MKN1,60750,Gemcitabine,0.36575,Stomach
CVCL_1415,MKN1,637858,Piperlongumine,0.4195625,Stomach
CVCL_1415,MKN1,6505803,Tanespimycin,0.45753125,Stomach
CVCL_1454,NCI-H1092,10385095,Telomerase Inhibitor IX,0.35925,Lung
CVCL_1454,NCI-H1092,24785538,BMS-754807,0.360625,Lung
CVCL_1454,NCI-H1092,44632017,YK-4-279,0.410375,Lung
CVCL_1454,NCI-H1092,5284616,Rapamycin,0.41621875,Lung
CVCL_1454,NCI-H1092,60750,Gemcitabine,0.291221875,Lung
CVCL_1454,NCI-H1092,6505803,Tanespimycin,0.419,Lung
CVCL_1455,NCI-H1105,10385095,Telomerase Inhibitor IX,0.35596875,Lung
CVCL_1455,NCI-H1105,24785538,BMS-754807,0.308325,Lung
CVCL_1455,NCI-H1105,44632017,YK-4-279,0.3963125,Lung
CVCL_1455,NCI-H1105,46224516,UNC0638,0.37878125,Lung
CVCL_1455,NCI-H1105,5284616,Rapamycin,0.4498125,Lung
CVCL_1455,NCI-H1105,60750,Gemcitabine,0.186275,Lung
CVCL_1455,NCI-H1105,637858,Piperlongumine,0.323125,Lung
CVCL_1455,NCI-H1105,6505803,Tanespimycin,0.37746875,Lung
CVCL_1456,NCI-H1155,10385095,Telomerase Inhibitor IX,0.3343125,Lung
CVCL_1456,NCI-H1155,24785538,BMS-754807,0.4095,Lung
CVCL_1456,NCI-H1155,44632017,YK-4-279,0.34128125,Lung
CVCL_1456,NCI-H1155,5284616,Rapamycin,0.323375,Lung
CVCL_1456,NCI-H1155,60750,Gemcitabine,0.16751875,Lung
CVCL_1456,NCI-H1155,637858,Piperlongumine,0.39740625,Lung
CVCL_1456,NCI-H1155,6505803,Tanespimycin,0.219084375,Lung
CVCL_1464,NCI-H1355,10385095,Telomerase Inhibitor IX,0.39446875,Lung
CVCL_1464,NCI-H1355,24785538,BMS-754807,0.400375,Lung
CVCL_1464,NCI-H1355,44632017,YK-4-279,0.378625,Lung
CVCL_1464,NCI-H1355,46224516,UNC0638,0.42959375,Lung
CVCL_1464,NCI-H1355,5284616,Rapamycin,0.312384375,Lung
CVCL_1464,NCI-H1355,60750,Gemcitabine,0.38084375,Lung
CVCL_1464,NCI-H1355,637858,Piperlongumine,0.42240625,Lung
CVCL_1464,NCI-H1355,6505803,Tanespimycin,0.3341875,Lung
CVCL_1479,NCI-H1581,10385095,Telomerase Inhibitor IX,0.34428125,Lung
CVCL_1479,NCI-H1581,24785538,BMS-754807,0.363125,Lung
CVCL_1479,NCI-H1581,44632017,YK-4-279,0.37025,Lung
CVCL_1479,NCI-H1581,5284616,Rapamycin,0.284821875,Lung
CVCL_1479,NCI-H1581,60750,Gemcitabine,0.27036875,Lung
CVCL_1479,NCI-H1581,637858,Piperlongumine,0.389375,Lung
CVCL_1479,NCI-H1581,6505803,Tanespimycin,0.3311875,Lung
CVCL_1515,NCI-H2023,10385095,Telomerase Inhibitor IX,0.38171875,Lung
CVCL_1515,NCI-H2023,24785538,BMS-754807,0.355875,Lung
CVCL_1515,NCI-H2023,44632017,YK-4-279,0.440875,Lung
CVCL_1515,NCI-H2023,5284616,Rapamycin,0.3226875,Lung
CVCL_1515,NCI-H2023,637858,Piperlongumine,0.4458125,Lung
CVCL_1515,NCI-H2023,6505803,Tanespimycin,0.34721875,Lung
CVCL_1525,NCI-H209,5284616,Rapamycin,0.210171875,Lung
CVCL_1529,NCI-H211,10385095,Telomerase Inhibitor IX,0.3660625,Lung
CVCL_1529,NCI-H211,24785538,BMS-754807,0.32465625,Lung
CVCL_1529,NCI-H211,44632017,YK-4-279,0.36165625,Lung
CVCL_1529,NCI-H211,46224516,UNC0638,0.37965625,Lung
CVCL_1529,NCI-H211,5284616,Rapamycin,0.2396875,Lung
CVCL_1529,NCI-H211,60750,Gemcitabine,0.172121875,Lung
CVCL_1529,NCI-H211,637858,Piperlongumine,0.37671875,Lung
CVCL_1529,NCI-H211,6505803,Tanespimycin,0.268971875,Lung
CVCL_1536,NCI-H2171,10385095,Telomerase Inhibitor IX,0.34575,Lung
CVCL_1536,NCI-H2171,24785538,BMS-754807,0.27309375,Lung
CVCL_1536,NCI-H2171,60750,Gemcitabine,0.2535125,Lung
CVCL_1536,NCI-H2171,6505803,Tanespimycin,0.295246875,Lung
CVCL_1539,NCI-H2196,10385095,Telomerase Inhibitor IX,0.374,Lung
CVCL_1539,NCI-H2196,24785538,BMS-754807,0.53078125,Lung
CVCL_1539,NCI-H2196,44632017,YK-4-279,0.423125,Lung
CVCL_1539,NCI-H2196,5284616,Rapamycin,0.31890625,Lung
CVCL_1539,NCI-H2196,60750,Gemcitabine,0.32725,Lung
CVCL_1539,NCI-H2196,637858,Piperlongumine,0.37478125,Lung
CVCL_1539,NCI-H2196,6505803,Tanespimycin,0.34896875,Lung
CVCL_1545,NCI-H2286,10385095,Telomerase Inhibitor IX,0.44959375,Lung
CVCL_1545,NCI-H2286,44632017,YK-4-279,0.3824375,Lung
CVCL_1545,NCI-H2286,46224516,UNC0638,0.444625,Lung
CVCL_1545,NCI-H2286,5284616,Rapamycin,0.289090625,Lung
CVCL_1545,NCI-H2286,60750,Gemcitabine,0.35396875,Lung
CVCL_1545,NCI-H2286,637858,Piperlongumine,0.4551875,Lung
CVCL_1545,NCI-H2286,6505803,Tanespimycin,0.386375,Lung
CVCL_1559,NCI-H358,10385095,Telomerase Inhibitor IX,0.40003125,Lung
CVCL_1559,NCI-H358,24785538,BMS-754807,0.274240625,Lung
CVCL_1559,NCI-H358,44632017,YK-4-279,0.32603125,Lung
CVCL_1559,NCI-H358,5284616,Rapamycin,0.3014375,Lung
CVCL_1559,NCI-H358,60750,Gemcitabine,0.38,Lung
CVCL_1559,NCI-H358,637858,Piperlongumine,0.40175,Lung
CVCL_1559,NCI-H358,6505803,Tanespimycin,0.31628125,Lung
CVCL_1565,NCI-H510A,60750,Gemcitabine,0.201834375,Lung
CVCL_1569,NCI-H526,10385095,Telomerase Inhibitor IX,0.34921875,Lung
CVCL_1569,NCI-H526,24785538,BMS-754807,0.2641625,Lung
CVCL_1569,NCI-H526,44632017,YK-4-279,0.35521875,Lung
CVCL_1569,NCI-H526,46224516,UNC0638,0.4079375,Lung
CVCL_1569,NCI-H526,5284616,Rapamycin,0.31571875,Lung
CVCL_1569,NCI-H526,637858,Piperlongumine,0.34075,Lung
CVCL_1569,NCI-H526,6505803,Tanespimycin,0.373625,Lung
CVCL_1619,OCI-AML-2,10385095,Telomerase Inhibitor IX,0.35875,Blood
CVCL_1619,OCI-AML-2,24785538,BMS-754807,0.282303125,Blood
CVCL_1619,OCI-AML-2,44632017,YK-4-279,0.3454375,Blood
CVCL_1619,OCI-AML-2,5284616,Rapamycin,0.35440625,Blood
CVCL_1619,OCI-AML-2,60750,Gemcitabine,0.152353125,Blood
CVCL_1619,OCI-AML-2,637858,Piperlongumine,0.30713125,Blood
CVCL_1619,OCI-AML-2,6505803,Tanespimycin,0.214209375,Blood
CVCL_1624,ONS-76,10385095,Telomerase Inhibitor IX,0.37684375,Brain
CVCL_1624,ONS-76,24785538,BMS-754807,0.41290625,Brain
CVCL_1624,ONS-76,44632017,YK-4-279,0.41159375,Brain
CVCL_1624,ONS-76,5284616,Rapamycin,0.3883125,Brain
CVCL_1624,ONS-76,60750,Gemcitabine,0.3559375,Brain
CVCL_1624,ONS-76,637858,Piperlongumine,0.42675,Brain
CVCL_1624,ONS-76,6505803,Tanespimycin,0.37853125,Brain
CVCL_1626,OS-RC-2,10385095,Telomerase Inhibitor IX,0.416875,Kidney
CVCL_1626,OS-RC-2,24785538,BMS-754807,0.41296875,Kidney
CVCL_1626,OS-RC-2,44632017,YK-4-279,0.44465625,Kidney
CVCL_1626,OS-RC-2,5284616,Rapamycin,0.32253125,Kidney
CVCL_1626,OS-RC-2,60750,Gemcitabine,0.37428125,Kidney
CVCL_1626,OS-RC-2,637858,Piperlongumine,0.415125,Kidney
CVCL_1626,OS-RC-2,6505803,Tanespimycin,0.36615625,Kidney
CVCL_1633,Panc 02.03,10385095,Telomerase Inhibitor IX,0.39734375,Pancreas
CVCL_1633,Panc 02.03,24785538,BMS-754807,0.41815625,Pancreas
CVCL_1633,Panc 02.03,44632017,YK-4-279,0.435375,Pancreas
CVCL_1633,Panc 02.03,46224516,UNC0638,0.43834375,Pancreas
CVCL_1633,Panc 02.03,5284616,Rapamycin,0.42034375,Pancreas
CVCL_1633,Panc 02.03,60750,Gemcitabine,0.4000625,Pancreas
CVCL_1633,Panc 02.03,637858,Piperlongumine,0.43315625,Pancreas
CVCL_1633,Panc 02.03,6505803,Tanespimycin,0.33140625,Pancreas
CVCL_1649,RD,10385095,Telomerase Inhibitor IX,0.39846875,Muscle
CVCL_1649,RD,24785538,BMS-754807,0.32625,Muscle
CVCL_1649,RD,44632017,YK-4-279,0.39271875,Muscle
CVCL_1649,RD,5284616,Rapamycin,0.3299375,Muscle
CVCL_1649,RD,60750,Gemcitabine,0.32884375,Muscle
CVCL_1649,RD,637858,Piperlongumine,0.38353125,Muscle
CVCL_1649,RD,6505803,Tanespimycin,0.274021875,Muscle
CVCL_1651,RERF-LC-Ad1,10385095,Telomerase Inhibitor IX,0.41696875,Lung
CVCL_1651,RERF-LC-Ad1,24785538,BMS-754807,0.43915625,Lung
CVCL_1651,RERF-LC-Ad1,44632017,YK-4-279,0.42653125,Lung
CVCL_1651,RERF-LC-Ad1,637858,Piperlongumine,0.435625,Lung
CVCL_1651,RERF-LC-Ad1,6505803,Tanespimycin,0.51296875,Lung
CVCL_1679,SBC-5,10385095,Telomerase Inhibitor IX,0.41465625,Lung
CVCL_1679,SBC-5,24785538,BMS-754807,0.441,Lung
CVCL_1679,SBC-5,44632017,YK-4-279,0.351125,Lung
CVCL_1679,SBC-5,46224516,UNC0638,0.46240625,Lung
CVCL_1679,SBC-5,5284616,Rapamycin,0.51946875,Lung
CVCL_1679,SBC-5,60750,Gemcitabine,0.149540625,Lung
CVCL_1679,SBC-5,637858,Piperlongumine,0.45340625,Lung
CVCL_1679,SBC-5,6505803,Tanespimycin,0.45259375,Lung
CVCL_1682,SCC-25,10385095,Telomerase Inhibitor IX,0.3916875,Head And Neck
CVCL_1682,SCC-25,24785538,BMS-754807,0.338,Head And Neck
CVCL_1682,SCC-25,44632017,YK-4-279,0.314375,Head And Neck
CVCL_1682,SCC-25,46224516,UNC0638,0.3573125,Head And Neck
CVCL_1682,SCC-25,5284616,Rapamycin,0.269346875,Head And Neck
CVCL_1682,SCC-25,60750,Gemcitabine,0.32890625,Head And Neck
CVCL_1682,SCC-25,637858,Piperlongumine,0.3865625,Head And Neck
CVCL_1682,SCC-25,6505803,Tanespimycin,0.282709375,Head And Neck
CVCL_1690,SF295,10385095,Telomerase Inhibitor IX,0.39825,Brain
CVCL_1690,SF295,24785538,BMS-754807,0.37371875,Brain
CVCL_1690,SF295,44632017,YK-4-279,0.43053125,Brain
CVCL_1690,SF295,46224516,UNC0638,0.42690625,Brain
CVCL_1690,SF295,5284616,Rapamycin,0.3511875,Brain
CVCL_1690,SF295,637858,Piperlongumine,0.43190625,Brain
CVCL_1690,SF295,6505803,Tanespimycin,0.357875,Brain
CVCL_1700,SK-N-AS,10385095,Telomerase Inhibitor IX,0.368875,Nervous System
CVCL_1700,SK-N-AS,24785538,BMS-754807,0.3315625,Nervous System
CVCL_1700,SK-N-AS,44632017,YK-4-279,0.35096875,Nervous System
CVCL_1700,SK-N-AS,5284616,Rapamycin,0.312625,Nervous System
CVCL_1700,SK-N-AS,60750,Gemcitabine,0.294925,Nervous System
CVCL_1700,SK-N-AS,637858,Piperlongumine,0.381375,Nervous System
CVCL_1700,SK-N-AS,6505803,Tanespimycin,0.3573125,Nervous System
CVCL_1754,TE 441.T,10385095,Telomerase Inhibitor IX,0.3526875,Muscle
CVCL_1754,TE 441.T,24785538,BMS-754807,0.2330625,Muscle
CVCL_1754,TE 441.T,44632017,YK-4-279,0.3879375,Muscle
CVCL_1754,TE 441.T,46224516,UNC0638,0.326375,Muscle
CVCL_1754,TE 441.T,5284616,Rapamycin,,Muscle
CVCL_1754,TE 441.T,60750,Gemcitabine,0.1824875,Muscle
CVCL_1754,TE 441.T,637858,Piperlongumine,0.32890625,Muscle
CVCL_1754,TE 441.T,6505803,Tanespimycin,0.253096875,Muscle
CVCL_1760,TE-10,10385095,Telomerase Inhibitor IX,0.40996875,Esophagus
CVCL_1760,TE-10,24785538,BMS-754807,0.38053125,Esophagus
CVCL_1760,TE-10,44632017,YK-4-279,0.3818125,Esophagus
CVCL_1760,TE-10,637858,Piperlongumine,0.41546875,Esophagus
CVCL_1760,TE-10,6505803,Tanespimycin,0.333125,Esophagus
CVCL_1767,TE-9,10385095,Telomerase Inhibitor IX,0.37159375,Esophagus
CVCL_1767,TE-9,24785538,BMS-754807,0.3819375,Esophagus
CVCL_1767,TE-9,44632017,YK-4-279,0.3823125,Esophagus
CVCL_1767,TE-9,46224516,UNC0638,0.45603125,Esophagus
CVCL_1767,TE-9,5284616,Rapamycin,0.48384375,Esophagus
CVCL_1767,TE-9,637858,Piperlongumine,0.43378125,Esophagus
CVCL_1767,TE-9,6505803,Tanespimycin,0.3259375,Esophagus
CVCL_1774,TT,10385095,Telomerase Inhibitor IX,0.39140625,Esophagus
CVCL_1774,TT,24785538,BMS-754807,0.33125,Esophagus
CVCL_1774,TT,44632017,YK-4-279,0.40334375,Esophagus
CVCL_1774,TT,46224516,UNC0638,0.411625,Esophagus
CVCL_1774,TT,5284616,Rapamycin,0.46475,Esophagus
CVCL_1774,TT,60750,Gemcitabine,0.389,Esophagus
CVCL_1774,TT,637858,Piperlongumine,0.43365625,Esophagus
CVCL_1774,TT,6505803,Tanespimycin,0.282309375,Esophagus
CVCL_1783,UM-UC-3,10385095,Telomerase Inhibitor IX,0.36725,Bladder
CVCL_1783,UM-UC-3,24785538,BMS-754807,0.41184375,Bladder
CVCL_1783,UM-UC-3,44632017,YK-4-279,0.42259375,Bladder
CVCL_1783,UM-UC-3,46224516,UNC0638,0.46871875,Bladder
CVCL_1783,UM-UC-3,5284616,Rapamycin,0.341625,Bladder
CVCL_1783,UM-UC-3,637858,Piperlongumine,0.4056875,Bladder
CVCL_1783,UM-UC-3,6505803,Tanespimycin,0.31041875,Bladder
CVCL_1798,42-MG-BA,10385095,Telomerase Inhibitor IX,0.37415625,Brain
CVCL_1798,42-MG-BA,24785538,BMS-754807,0.40790625,Brain
CVCL_1798,42-MG-BA,44632017,YK-4-279,0.43340625,Brain
CVCL_1798,42-MG-BA,46224516,UNC0638,0.4256875,Brain
CVCL_1798,42-MG-BA,5284616,Rapamycin,0.33621875,Brain
CVCL_1798,42-MG-BA,60750,Gemcitabine,0.233009375,Brain
CVCL_1798,42-MG-BA,637858,Piperlongumine,0.21620625,Brain
CVCL_1798,42-MG-BA,6505803,Tanespimycin,0.1744875,Brain
CVCL_1818,Granta-519,10385095,Telomerase Inhibitor IX,0.36165625,Lymph
CVCL_1818,Granta-519,24785538,BMS-754807,0.36040625,Lymph
CVCL_1818,Granta-519,44632017,YK-4-279,0.34,Lymph
CVCL_1818,Granta-519,5284616,Rapamycin,0.2549125,Lymph
CVCL_1818,Granta-519,60750,Gemcitabine,0.04529375,Lymph
CVCL_1818,Granta-519,637858,Piperlongumine,0.36890625,Lymph
CVCL_1818,Granta-519,6505803,Tanespimycin,0.33628125,Lymph
CVCL_1847,PaTu 8988t,10385095,Telomerase Inhibitor IX,0.38865625,Pancreas
CVCL_1847,PaTu 8988t,24785538,BMS-754807,0.449375,Pancreas
CVCL_1847,PaTu 8988t,44632017,YK-4-279,0.430125,Pancreas
CVCL_1847,PaTu 8988t,46224516,UNC0638,0.44453125,Pancreas
CVCL_1847,PaTu 8988t,5284616,Rapamycin,0.5428125,Pancreas
CVCL_1847,PaTu 8988t,60750,Gemcitabine,0.43771875,Pancreas
CVCL_1847,PaTu 8988t,637858,Piperlongumine,0.43028125,Pancreas
CVCL_1847,PaTu 8988t,6505803,Tanespimycin,0.30295,Pancreas
CVCL_2063,HCC827,10385095,Telomerase Inhibitor IX,0.3944375,Lung
CVCL_2063,HCC827,24785538,BMS-754807,0.348625,Lung
CVCL_2063,HCC827,44632017,YK-4-279,0.372625,Lung
CVCL_2063,HCC827,60750,Gemcitabine,0.37684375,Lung
CVCL_2063,HCC827,637858,Piperlongumine,0.3955625,Lung
CVCL_2063,HCC827,6505803,Tanespimycin,0.297625,Lung
CVCL_2094,KPL-1,10385095,Telomerase Inhibitor IX,0.45453125,Breast
CVCL_2094,KPL-1,24785538,BMS-754807,0.3328125,Breast
CVCL_2094,KPL-1,44632017,YK-4-279,0.51471875,Breast
CVCL_2094,KPL-1,46224516,UNC0638,0.39803125,Breast
CVCL_2094,KPL-1,5284616,Rapamycin,0.50359375,Breast
CVCL_2094,KPL-1,60750,Gemcitabine,0.417125,Breast
CVCL_2094,KPL-1,6505803,Tanespimycin,0.462375,Breast
CVCL_2209,SUP-M2,10385095,Telomerase Inhibitor IX,0.33640625,Lymph
CVCL_2209,SUP-M2,24785538,BMS-754807,0.3694375,Lymph
CVCL_2209,SUP-M2,44632017,YK-4-279,0.310875,Lymph
CVCL_2209,SUP-M2,5284616,Rapamycin,0.083165625,Lymph
CVCL_2209,SUP-M2,60750,Gemcitabine,0.32696875,Lymph
CVCL_2209,SUP-M2,637858,Piperlongumine,0.345625,Lymph
CVCL_2209,SUP-M2,6505803,Tanespimycin,0.2618375,Lymph
CVCL_2891,EBC-1,10385095,Telomerase Inhibitor IX,0.3688125,Lung
CVCL_2891,EBC-1,24785538,BMS-754807,0.32909375,Lung
CVCL_2891,EBC-1,44632017,YK-4-279,0.3876875,Lung
CVCL_2891,EBC-1,46224516,UNC0638,0.3884375,Lung
CVCL_2891,EBC-1,5284616,Rapamycin,0.196075,Lung
CVCL_2891,EBC-1,637858,Piperlongumine,0.39296875,Lung
CVCL_2891,EBC-1,6505803,Tanespimycin,0.234453125,Lung
CVCL_3004,KP-2,10385095,Telomerase Inhibitor IX,0.4323125,Pancreas
CVCL_3004,KP-2,24785538,BMS-754807,0.3703125,Pancreas
CVCL_3004,KP-2,44632017,YK-4-279,0.41803125,Pancreas
CVCL_3004,KP-2,46224516,UNC0638,0.44834375,Pancreas
CVCL_3004,KP-2,5284616,Rapamycin,0.453,Pancreas
CVCL_3004,KP-2,60750,Gemcitabine,0.46421875,Pancreas
CVCL_3004,KP-2,637858,Piperlongumine,0.4514375,Pancreas
CVCL_3004,KP-2,6505803,Tanespimycin,0.33521875,Pancreas
CVCL_3116,OVISE,24785538,BMS-754807,0.45146875,Ovary
CVCL_3116,OVISE,5284616,Rapamycin,0.403375,Ovary
CVCL_3116,OVISE,60750,Gemcitabine,0.4329375,Ovary
CVCL_3117,OVTOKO,10385095,Telomerase Inhibitor IX,0.362875,Ovary
CVCL_3117,OVTOKO,24785538,BMS-754807,0.38534375,Ovary
CVCL_3117,OVTOKO,44632017,YK-4-279,0.4330625,Ovary
CVCL_3117,OVTOKO,5284616,Rapamycin,0.33521875,Ovary
CVCL_3117,OVTOKO,60750,Gemcitabine,0.2388375,Ovary
CVCL_3117,OVTOKO,637858,Piperlongumine,0.41553125,Ovary
CVCL_3117,OVTOKO,6505803,Tanespimycin,0.3994375,Ovary
CVCL_4381,HuH-6,10385095,Telomerase Inhibitor IX,0.38865625,Liver
CVCL_4381,HuH-6,24785538,BMS-754807,0.3709375,Liver
CVCL_4381,HuH-6,44632017,YK-4-279,0.4213125,Liver
CVCL_4381,HuH-6,46224516,UNC0638,0.33090625,Liver
CVCL_4381,HuH-6,5284616,Rapamycin,0.308440625,Liver
CVCL_4381,HuH-6,637858,Piperlongumine,0.36221875,Liver
CVCL_4381,HuH-6,6505803,Tanespimycin,0.337125,Liver
CVCL_5031,SNU-175,10385095,Telomerase Inhibitor IX,0.30868125,Colon
CVCL_5031,SNU-175,24785538,BMS-754807,0.2702,Colon
CVCL_5031,SNU-175,44632017,YK-4-279,0.34909375,Colon
CVCL_5031,SNU-175,60750,Gemcitabine,0.339,Colon
CVCL_5031,SNU-175,637858,Piperlongumine,0.275921875,Colon
CVCL_5031,SNU-175,6505803,Tanespimycin,0.2113375,Colon
CVCL_5069,SNU-489,10385095,Telomerase Inhibitor IX,0.405625,Brain
